type,dt,fluxN,fluxS
diff,2016-01-02 02:00:00,2041.104152857777,2037.9550165774808
mono,2016-01-02 02:00:00,926.1637053868702,930.972144527436
wave,2016-01-02 02:00:00,546.4982393338476,548.1948718145588
ions,2016-01-02 02:00:00,430.43605420711674,429.24042469982226
diff,2016-01-02 03:00:00,1690.3043766769438,1686.4357734004418
mono,2016-01-02 03:00:00,729.0834514793132,731.3882107598942
wave,2016-01-02 03:00:00,436.3091427788258,436.98910809381886
ions,2016-01-02 03:00:00,370.9461349730336,369.76872106689905
diff,2016-01-02 04:00:00,1151.4702039499618,1146.3597622009731
mono,2016-01-02 04:00:00,487.2912500102532,487.1249412453261
wave,2016-01-02 04:00:00,310.6342411688136,311.682069494588
ions,2016-01-02 04:00:00,284.1095824232635,282.9163308971257
diff,2016-01-02 05:00:00,1746.5391633109498,1742.7860412425657
mono,2016-01-02 05:00:00,759.9398091952404,762.6681376467686
wave,2016-01-02 05:00:00,454.44809657575,455.4541782479664
ions,2016-01-02 05:00:00,380.31308022514696,379.13717958008954
diff,2016-01-02 06:00:00,2415.071223042776,2412.644718254047
mono,2016-01-02 06:00:00,1190.0241208540929,1198.0821999970158
wave,2016-01-02 06:00:00,674.0080578891884,675.9587180556716
ions,2016-01-02 06:00:00,496.9697403251759,495.75745716215135
diff,2016-01-02 07:00:00,1216.828833408339,1211.9680951359483
mono,2016-01-02 07:00:00,517.4010784786412,517.174938805688
wave,2016-01-02 07:00:00,336.2481914271044,337.8042915855393
ions,2016-01-02 07:00:00,294.3773579814683,293.1943887713083
diff,2016-01-02 08:00:00,2196.423599575433,2193.5831791579526
mono,2016-01-02 08:00:00,1025.9439503649264,1031.7734459893009
wave,2016-01-02 08:00:00,599.4251439674065,601.6363928475257
ions,2016-01-02 08:00:00,457.625961779096,456.4238803310615
diff,2016-01-02 09:00:00,2019.7724931954936,2016.5796937539408
mono,2016-01-02 09:00:00,914.6178263514744,919.3568967713157
wave,2016-01-02 09:00:00,538.7988690465795,540.4732971015524
ions,2016-01-02 09:00:00,426.7518542931566,425.557054933044
diff,2016-01-02 10:00:00,1167.4869487117853,1162.4138952371263
mono,2016-01-02 10:00:00,494.8070394252386,494.5810544091826
wave,2016-01-02 10:00:00,317.3248049069797,318.6043954016285
ions,2016-01-02 10:00:00,286.6694817828253,285.4839587838395
diff,2016-01-02 11:00:00,1812.5981399396994,1808.980927233953
mono,2016-01-02 11:00:00,795.722073861999,799.0420056577602
wave,2016-01-02 11:00:00,476.55243753109744,477.7712268955572
ions,2016-01-02 11:00:00,391.39247339365494,390.2180975978357
diff,2016-01-02 12:00:00,719.1544403875312,713.4618523425981
mono,2016-01-02 12:00:00,288.24003357255896,287.3858441394083
wave,2016-01-02 12:00:00,133.6365267066614,133.136858422957
ions,2016-01-02 12:00:00,225.2508624790875,223.98260089822236
diff,2016-01-02 13:00:00,2018.3376008718576,2015.1418638951104
mono,2016-01-02 13:00:00,913.7074147557669,918.4346330806757
wave,2016-01-02 13:00:00,538.2822187446532,539.9550847494776
ions,2016-01-02 13:00:00,426.50435887488584,425.30961528200316
diff,2016-01-02 14:00:00,2103.3847556774276,2100.3626012483937
mono,2016-01-02 14:00:00,966.0384500297691,971.4276936038959
wave,2016-01-02 14:00:00,568.6548858444162,570.6132738252555
ions,2016-01-02 14:00:00,441.26749963485304,440.06942160448784
diff,2016-01-02 15:00:00,2413.710863767154,2411.2819368478936
mono,2016-01-02 15:00:00,1188.9831557836596,1197.0290189566576
wave,2016-01-02 15:00:00,673.4893226895969,675.4408140290209
ions,2016-01-02 15:00:00,496.72048109406165,495.50826148517547
diff,2016-01-02 16:00:00,820.9314744047483,816.3172761749936
mono,2016-01-02 16:00:00,324.6128044285253,323.85605652834107
wave,2016-01-02 16:00:00,146.14900938846068,145.9988310030101
ions,2016-01-02 16:00:00,235.75770217533778,234.45717892845107
diff,2016-01-02 17:00:00,789.1861031439224,784.0590058431858
mono,2016-01-02 17:00:00,315.174309058525,314.4323755850743
wave,2016-01-02 17:00:00,144.8681787706609,144.89792896541346
ions,2016-01-02 17:00:00,233.09248089880083,231.79633656843026
diff,2016-01-02 18:00:00,846.3345096979874,841.7751906751014
mono,2016-01-02 18:00:00,336.0167196404855,335.23942418467874
wave,2016-01-02 18:00:00,146.69593377468442,146.35084700936738
ions,2016-01-02 18:00:00,238.59359083224928,237.2926656734948
diff,2016-01-02 19:00:00,716.503302297669,710.8269556790094
mono,2016-01-02 19:00:00,287.03057095612127,286.161998976855
wave,2016-01-02 19:00:00,133.63480354215648,133.21915055771495
ions,2016-01-02 19:00:00,225.79091965630113,224.5695077001849
diff,2016-01-02 20:00:00,678.1193745529343,672.8101355009715
mono,2016-01-02 20:00:00,270.00621670804503,268.5592262827097
wave,2016-01-02 20:00:00,121.17854820643123,121.21620025005762
ions,2016-01-02 20:00:00,218.75407031860226,217.47452341542754
diff,2016-01-02 21:00:00,652.8261914176018,647.5814318581051
mono,2016-01-02 21:00:00,261.3647179641789,260.01467469133985
wave,2016-01-02 21:00:00,110.24309118547077,109.60365942303157
ions,2016-01-02 21:00:00,215.51543692762732,214.232242366549
diff,2016-01-02 22:00:00,650.1971282332546,645.1426871786548
mono,2016-01-02 22:00:00,253.71412934915693,252.175003563815
wave,2016-01-02 22:00:00,108.9400849393966,108.46659063388822
ions,2016-01-02 22:00:00,215.23642005838602,213.98137605640295
diff,2016-01-02 23:00:00,649.8342636956587,644.7811314425423
mono,2016-01-02 23:00:00,253.71466033409945,252.15731964132928
wave,2016-01-02 23:00:00,105.70738304019393,104.99478285914962
ions,2016-01-02 23:00:00,215.1917372181918,213.936962179575
diff,2016-01-03 00:00:00,651.0975467589378,643.5178483792633
mono,2016-01-03 00:00:00,254.10399550729198,251.76798446813672
wave,2016-01-03 00:00:00,105.88553308545501,104.81663281388855
ions,2016-01-03 00:00:00,215.50543097784603,213.6232684199208
diff,2016-01-03 01:00:00,727.1832569454898,718.6031366315945
mono,2016-01-03 01:00:00,291.49577236422084,290.26845332126356
wave,2016-01-03 01:00:00,130.46496323853458,129.47750998254034
ions,2016-01-03 01:00:00,226.4167438551471,224.51738049204764
diff,2016-01-03 02:00:00,935.6449412842637,927.0563085608853
mono,2016-01-03 02:00:00,388.42230116864545,387.7384005680765
wave,2016-01-03 02:00:00,171.8296397757816,171.3339926406041
ions,2016-01-03 02:00:00,253.45979796149234,251.65953908375593
diff,2016-01-03 03:00:00,670.8071881325797,662.9124942696353
mono,2016-01-03 03:00:00,265.98054906758557,263.3143163432312
wave,2016-01-03 03:00:00,119.35725356714825,119.11800471763321
ions,2016-01-03 03:00:00,217.8726081262237,215.9363203334908
diff,2016-01-03 04:00:00,1386.093977233539,1379.1956686886215
mono,2016-01-03 04:00:00,594.8490579311265,596.0876261374406
wave,2016-01-03 04:00:00,373.45642801769293,374.3540645087997
ions,2016-01-03 04:00:00,321.26276950200344,319.4841814791465
diff,2016-01-03 05:00:00,1240.476220894036,1233.2402849619766
mono,2016-01-03 05:00:00,526.8943238086234,526.8002429964595
wave,2016-01-03 05:00:00,345.1253527718703,347.55101713959874
ions,2016-01-03 05:00:00,298.2221944097075,296.4472415595452
diff,2016-01-03 06:00:00,768.4819685373329,760.7133348100358
mono,2016-01-03 06:00:00,304.97976948827045,303.76826080175135
wave,2016-01-03 06:00:00,138.43865846663635,138.2456161330998
ions,2016-01-03 06:00:00,230.49077321632154,228.5891524760944
diff,2016-01-03 07:00:00,933.942844856352,925.353279457318
mono,2016-01-03 07:00:00,387.63238193239886,386.9447089146639
wave,2016-01-03 07:00:00,171.34936777719906,170.85424114574178
ions,2016-01-03 07:00:00,253.2318091681651,251.43126469023773
diff,2016-01-03 08:00:00,711.6618639824668,703.2066047723969
mono,2016-01-03 08:00:00,284.9454225404962,283.4376090811844
wave,2016-01-03 08:00:00,130.03465468845917,129.36214677392053
ions,2016-01-03 08:00:00,225.29281307336174,223.45929170952354
diff,2016-01-03 09:00:00,1306.9659009415695,1299.814429558418
mono,2016-01-03 09:00:00,558.4157004732484,559.0594384013822
wave,2016-01-03 09:00:00,369.3143446147575,371.30690723239906
ions,2016-01-03 09:00:00,308.60113113615483,306.8206317893803
diff,2016-01-03 10:00:00,670.2531181363593,662.3604567522758
mono,2016-01-03 10:00:00,265.77212269269995,263.11144109894
wave,2016-01-03 10:00:00,118.67676180535608,118.36334395117933
ions,2016-01-03 10:00:00,217.80448767976512,215.86848126942016
diff,2016-01-03 11:00:00,1719.0508109130378,1713.3331939218444
mono,2016-01-03 11:00:00,744.847991942926,748.5176644146152
wave,2016-01-03 11:00:00,445.0793313670921,446.2977989995703
ions,2016-01-03 11:00:00,375.8617871379523,374.09678869026163
diff,2016-01-03 12:00:00,914.2980968585696,905.5684217346102
mono,2016-01-03 12:00:00,377.7413189850127,376.99730609391327
wave,2016-01-03 12:00:00,168.1082232539264,167.60268537503214
ions,2016-01-03 12:00:00,250.81492786895205,248.95712006449662
diff,2016-01-03 13:00:00,702.736454485874,694.3321591594581
mono,2016-01-03 13:00:00,281.89445184602215,279.9561630594934
wave,2016-01-03 13:00:00,129.47750054895334,129.00633512727399
ions,2016-01-03 13:00:00,223.8902833435415,222.04164381515295
diff,2016-01-03 14:00:00,1696.2767146367476,1690.4894109436525
mono,2016-01-03 14:00:00,731.0394012842837,734.5422704896516
wave,2016-01-03 14:00:00,437.83216555457375,438.8779282827394
ions,2016-01-03 14:00:00,372.0725132084444,370.30659442970295
diff,2016-01-03 15:00:00,1360.8000938689374,1353.8212079365367
mono,2016-01-03 15:00:00,581.959179243031,582.9103663079777
wave,2016-01-03 15:00:00,365.550865269501,366.2468475487302
ions,2016-01-03 15:00:00,317.1977918838603,315.4184705927584
diff,2016-01-03 16:00:00,1062.6610688553233,1054.5117097224506
mono,2016-01-03 16:00:00,446.3298936840421,445.7817747943098
wave,2016-01-03 16:00:00,283.6141118400454,285.9807316299569
ions,2016-01-03 16:00:00,270.77639445894215,268.95939990510794
diff,2016-01-03 17:00:00,1162.869322371437,1155.2401336499433
mono,2016-01-03 17:00:00,492.12026543332115,491.80100811144644
wave,2016-01-03 17:00:00,314.30437119739895,316.2041349766198
ions,2016-01-03 17:00:00,286.05610889029793,284.2766832167524
diff,2016-01-03 18:00:00,1337.13344920996,1330.0790034476443
mono,2016-01-03 18:00:00,571.6081156259331,572.4006511995166
wave,2016-01-03 18:00:00,380.8890108509544,383.39119832568326
ions,2016-01-03 18:00:00,313.4097863339723,311.6300264456391
diff,2016-01-03 19:00:00,1834.0635507994705,1828.7011809208022
mono,2016-01-03 19:00:00,805.9108867218795,811.2521148357647
wave,2016-01-03 19:00:00,481.851943783897,483.8061491835531
ions,2016-01-03 19:00:00,395.1561450294606,393.3937230364505
diff,2016-01-03 20:00:00,2032.6919926411815,2027.9400321370779
mono,2016-01-03 20:00:00,921.128163284128,928.3871829161299
wave,2016-01-03 20:00:00,542.7541015758478,545.2852352701934
ions,2016-01-03 20:00:00,429.1441067135758,427.35120011453967
diff,2016-01-03 21:00:00,1395.75709324356,1388.889535318674
mono,2016-01-03 21:00:00,599.0647675374618,600.3523921603678
wave,2016-01-03 21:00:00,376.44925182402926,377.3576202369599
ions,2016-01-03 21:00:00,322.81908950659675,321.0407967939303
diff,2016-01-03 22:00:00,710.0247147621326,701.5685053107488
mono,2016-01-03 22:00:00,284.17670321335964,282.6620193349283
wave,2016-01-03 22:00:00,131.7105457485715,131.22178882931362
ions,2016-01-03 22:00:00,225.07488462027328,223.24223174138916
diff,2016-01-03 23:00:00,706.6016271892076,698.1812952614232
mono,2016-01-03 23:00:00,282.8866945568308,281.2775441918202
wave,2016-01-03 23:00:00,129.10257612718908,128.5031531290327
ions,2016-01-03 23:00:00,224.63755352032348,222.80655783221624
diff,2016-01-04 00:00:00,918.1976171451272,906.6825914060489
mono,2016-01-04 00:00:00,379.1465541119992,378.15005435553314
wave,2016-01-04 00:00:00,168.94604062389772,168.26893323110792
ions,2016-01-04 00:00:00,251.07049813733968,248.5495179088141
diff,2016-01-04 01:00:00,1378.56658280914,1369.3319807795397
mono,2016-01-04 01:00:00,590.8712986419762,592.4615152204469
wave,2016-01-04 01:00:00,370.55425434140307,371.73292098299794
ions,2016-01-04 01:00:00,320.1625039106465,317.7907269563178
diff,2016-01-04 02:00:00,816.9806267131114,807.7791420167223
mono,2016-01-04 02:00:00,321.85703679137595,320.3394618476631
wave,2016-01-04 02:00:00,144.86441831352838,144.57759722238265
ions,2016-01-04 02:00:00,235.5986546163565,232.99845990687396
diff,2016-01-04 03:00:00,959.5577053707711,948.2369659933685
mono,2016-01-04 03:00:00,399.1426616226912,398.5531605690773
wave,2016-01-04 03:00:00,177.72899702999132,176.9957564056085
ions,2016-01-04 03:00:00,255.96497074899412,253.47574306618102
diff,2016-01-04 04:00:00,1077.0940099937102,1066.2829880176491
mono,2016-01-04 04:00:00,452.4881288481777,451.7964730588401
wave,2016-01-04 04:00:00,292.04122115279523,295.32360556299926
ions,2016-01-04 04:00:00,273.0379142507825,270.6219915026848
diff,2016-01-04 05:00:00,1573.3450555994543,1565.1111555201146
mono,2016-01-04 05:00:00,675.1318188007754,677.7151100133663
wave,2016-01-04 05:00:00,425.03641958665685,427.44489559237536
ions,2016-01-04 05:00:00,351.889848344389,349.5286327471989
diff,2016-01-04 06:00:00,1545.6582989825636,1537.1276369852237
mono,2016-01-04 06:00:00,662.0697098546877,664.7467989859429
wave,2016-01-04 06:00:00,418.516367649298,421.1745795538172
ions,2016-01-04 06:00:00,347.29864131550045,344.9358790008159
diff,2016-01-04 07:00:00,758.8885268437564,748.6498589303421
mono,2016-01-04 07:00:00,299.74229609478436,297.9656962475795
wave,2016-01-04 07:00:00,133.40159354117617,132.89257045565157
ions,2016-01-04 07:00:00,229.44148964748928,226.917309499876
diff,2016-01-04 08:00:00,825.3938685783579,816.1481226896648
mono,2016-01-04 08:00:00,326.0724987139754,324.5606210908697
wave,2016-01-04 08:00:00,146.62338394983692,146.30840476874988
ions,2016-01-04 08:00:00,236.68521139394892,234.08359126604407
diff,2016-01-04 09:00:00,828.9165687633254,819.643984157977
mono,2016-01-04 09:00:00,327.82335676269173,326.3207998633334
wave,2016-01-04 09:00:00,145.59200469442646,145.04850740248335
ions,2016-01-04 09:00:00,237.12780054529142,234.53056995434508
diff,2016-01-04 10:00:00,692.2562385361678,681.1032101568239
mono,2016-01-04 10:00:00,277.65454314267504,274.65560496885126
wave,2016-01-04 10:00:00,127.79258109507862,127.80769981499473
ions,2016-01-04 10:00:00,222.56916479345014,220.13692789354928
diff,2016-01-04 11:00:00,653.1995987484688,643.0873921568277
mono,2016-01-04 11:00:00,254.79647461323682,251.7972121054391
wave,2016-01-04 11:00:00,109.39016072831049,108.28573905772974
ions,2016-01-04 11:00:00,215.92246190293855,213.4116662160398
diff,2016-01-04 12:00:00,1068.3809358743692,1057.537410598583
mono,2016-01-04 12:00:00,448.43068949081226,447.7125742011442
wave,2016-01-04 12:00:00,286.16163025772096,289.35193170036456
ions,2016-01-04 12:00:00,271.72219062142847,269.30234554198415
diff,2016-01-04 13:00:00,709.4447904280632,698.1959004291779
mono,2016-01-04 13:00:00,283.91904954539876,281.87365011559433
wave,2016-01-04 13:00:00,129.4186594174584,128.59237278694147
ions,2016-01-04 13:00:00,225.12651127362767,222.68429401313918
diff,2016-01-04 14:00:00,737.76413504293,726.5915036055065
mono,2016-01-04 14:00:00,294.5848557374817,292.6532767827535
wave,2016-01-04 14:00:00,131.6023799892695,130.612514116583
ions,2016-01-04 14:00:00,228.0037972741507,225.46582652849727
diff,2016-01-04 15:00:00,888.1265230720279,876.9114688886275
mono,2016-01-04 15:00:00,360.98306982541385,359.94726670816874
wave,2016-01-04 15:00:00,160.5266203201184,159.48410524819704
ions,2016-01-04 15:00:00,245.9234523559744,243.45543858613942
diff,2016-01-04 16:00:00,1035.0389001213157,1024.0548780452607
mono,2016-01-04 16:00:00,433.2668419898572,432.22322496152196
wave,2016-01-04 16:00:00,256.78504408469826,259.2498944314899
ions,2016-01-04 16:00:00,266.80416549102955,264.36577829761137
diff,2016-01-04 17:00:00,702.8628716506677,691.6740394931907
mono,2016-01-04 17:00:00,281.7667227950229,279.1521367971698
wave,2016-01-04 17:00:00,129.37920582026473,128.77679789571292
ions,2016-01-04 17:00:00,224.02087822078727,221.55516796222037
diff,2016-01-04 18:00:00,1049.7837384059662,1038.8426890019439
mono,2016-01-04 18:00:00,440.2829790299562,439.2789889473939
wave,2016-01-04 18:00:00,273.43653279303516,276.5334990306338
ions,2016-01-04 18:00:00,268.9739467513785,266.54427697760514
diff,2016-01-04 19:00:00,1065.5228035645196,1054.6647536964638
mono,2016-01-04 19:00:00,447.11452826989785,446.388060550571
wave,2016-01-04 19:00:00,284.23680434725566,287.40361008257116
ions,2016-01-04 19:00:00,271.29894813809545,268.87707049941855
diff,2016-01-04 20:00:00,653.3154024913915,643.2023836294929
mono,2016-01-04 20:00:00,254.8029715605976,251.81360152618598
wave,2016-01-04 20:00:00,108.92557338903357,107.77400364372185
ions,2016-01-04 20:00:00,215.93672660562356,213.42575881883423
diff,2016-01-04 21:00:00,652.360829822217,642.2545653159841
mono,2016-01-04 21:00:00,254.49333068048458,251.37864929494418
wave,2016-01-04 21:00:00,106.0636831307161,104.63848276862748
ions,2016-01-04 21:00:00,215.81912473750023,213.30957466026658
diff,2016-01-04 22:00:00,652.360829822217,642.2545653159841
mono,2016-01-04 22:00:00,254.49333068048458,251.37864929494418
wave,2016-01-04 22:00:00,106.0636831307161,104.63848276862748
ions,2016-01-04 22:00:00,215.81912473750023,213.30957466026658
diff,2016-01-04 23:00:00,652.360829822217,642.2545653159841
mono,2016-01-04 23:00:00,254.49333068048458,251.37864929494418
wave,2016-01-04 23:00:00,106.0636831307161,104.63848276862748
ions,2016-01-04 23:00:00,215.81912473750023,213.30957466026658
diff,2016-01-05 00:00:00,836.156593463252,824.5040678514329
mono,2016-01-05 00:00:00,330.99140206408083,329.1252985011724
wave,2016-01-05 00:00:00,147.03641706351507,146.2446184643168
ions,2016-01-05 00:00:00,238.2223145617727,234.98020219496027
diff,2016-01-05 01:00:00,853.614759825931,842.3044984898354
mono,2016-01-05 01:00:00,338.885668389943,336.95933031364393
wave,2016-01-05 01:00:00,147.76189437747973,146.8764510037416
ions,2016-01-05 01:00:00,240.09254620788397,236.8422140495199
diff,2016-01-05 02:00:00,885.7858967032781,871.8045876817419
mono,2016-01-05 02:00:00,358.9243869759969,357.8872189667708
wave,2016-01-05 02:00:00,160.94974406689403,160.16827014826634
ions,2016-01-05 02:00:00,245.73741596408126,242.65073710433182
diff,2016-01-05 03:00:00,782.4497707476205,769.6766365937544
mono,2016-01-05 03:00:00,312.1319734798237,310.36477416648347
wave,2016-01-05 03:00:00,143.15693743053362,143.36802207886467
ions,2016-01-05 03:00:00,232.6542319950265,229.46740295358632
diff,2016-01-05 04:00:00,1240.9146577990095,1228.8443574575974
mono,2016-01-05 04:00:00,526.0751734543438,525.904540169588
wave,2016-01-05 04:00:00,343.5258716761297,347.55621727930316
ions,2016-01-05 04:00:00,298.5022978318387,295.543962938122
diff,2016-01-05 05:00:00,1238.0131937513938,1225.9550807614057
mono,2016-01-05 05:00:00,524.7339416733088,524.541626433851
wave,2016-01-05 05:00:00,342.27644634902174,346.2870604829114
ions,2016-01-05 05:00:00,298.011085344269,295.0526154043657
diff,2016-01-05 06:00:00,714.8171300791228,700.719663162643
mono,2016-01-05 06:00:00,285.5848611030845,283.08389366080934
wave,2016-01-05 06:00:00,130.31247660319403,129.18102866358763
ions,2016-01-05 06:00:00,225.94767715535482,222.8915548095732
diff,2016-01-05 07:00:00,900.9952569876193,886.790213122594
mono,2016-01-05 07:00:00,366.3417123748678,365.3327383571859
wave,2016-01-05 07:00:00,161.8418559016239,161.199506379098
ions,2016-01-05 07:00:00,247.63047091820545,244.61395106125897
diff,2016-01-05 08:00:00,2041.2965374044304,2033.4125808012182
mono,2016-01-05 08:00:00,921.1760797547234,933.1518196604385
wave,2016-01-05 08:00:00,544.4423511262933,548.6785145016299
ions,2016-01-05 08:00:00,430.9570333616483,427.9681712195967
diff,2016-01-05 09:00:00,1079.693651422653,1066.1936586601478
mono,2016-01-05 09:00:00,453.12612230073216,452.26615738949613
wave,2016-01-05 09:00:00,292.4234682502224,296.5447321787942
ions,2016-01-05 09:00:00,273.5195588180172,270.5007654742531
diff,2016-01-05 10:00:00,1266.6341222625013,1254.698380343253
mono,2016-01-05 10:00:00,537.173729591037,537.1885950856578
wave,2016-01-05 10:00:00,352.18145764090593,355.8514692864685
ions,2016-01-05 10:00:00,302.5694392387632,299.61193042076144
diff,2016-01-05 11:00:00,695.9610954695354,682.0545425809363
mono,2016-01-05 11:00:00,278.8218297481567,275.1653656627363
wave,2016-01-05 11:00:00,128.2923051938731,128.18176835453278
ions,2016-01-05 11:00:00,223.18826128445278,220.14612838689618
diff,2016-01-05 12:00:00,687.3022909618122,673.837945253478
mono,2016-01-05 12:00:00,274.01776156363564,270.1627339302725
